,solute_smiles,solvent_smiles,solute_InChIKey,solvent_InChIKey,experimental_logX,temperature,MolLogP_solute,MolMR_solute,TPSA_solute,MolWt_solute,LabuteASA_solute,MaxPartialCharge_solute,MinPartialCharge_solute,NumHBA_solute,NumHBD_solute,MolLogP_solvent,MolMR_solvent,TPSA_solvent,MolWt_solvent,LabuteASA_solvent,MaxPartialCharge_solvent,MinPartialCharge_solvent,NumHBA_solvent,NumHBD_solvent,PEOE_VSA1_solute,PEOE_VSA2_solute,PEOE_VSA3_solute,PEOE_VSA4_solute,PEOE_VSA5_solute,PEOE_VSA6_solute,PEOE_VSA7_solute,PEOE_VSA8_solute,PEOE_VSA9_solute,PEOE_VSA10_solute,PEOE_VSA11_solute,PEOE_VSA12_solute,PEOE_VSA13_solute,PEOE_VSA14_solute,PEOE_VSA1_solvent,PEOE_VSA2_solvent,PEOE_VSA3_solvent,PEOE_VSA4_solvent,PEOE_VSA5_solvent,PEOE_VSA6_solvent,PEOE_VSA7_solvent,PEOE_VSA8_solvent,PEOE_VSA9_solvent,PEOE_VSA10_solvent,PEOE_VSA11_solvent,PEOE_VSA12_solvent,PEOE_VSA13_solvent,PEOE_VSA14_solvent,gamma_solute_0.1_0.9,gamma_inf_solute,gamma_inf_solvent,gamma_solute_0.2_0.8,gamma_solvent_0.8_0.2,gamma_solvent_0.9_0.1,Joback_Hfus_solute,Joback_Hvap_solute,Joback_Tm_solute,Joback_Tb_solute,Joback_Hfus_solvent,Joback_Hvap_solvent,Joback_Tm_solvent,Joback_Tb_solvent
16,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3C(=C)C[C@@]21CC,C1CCOC1,GCKFUYQCUCGESZ-BPIQYHPVSA-N,WYURNTSHIVDZCO-UHFFFAOYSA-N,-0.7619538968712046,298.15,4.048700000000004,95.01580000000004,37.3,324.4640000000001,144.95548599577197,0.15517679153364017,-0.37701029217955345,2,1,0.7968,20.052999999999997,9.23,72.107,31.941791446997026,0.046638169849841704,-0.3814493819627182,1,0,5.106527394840706,4.794537184071822,0.0,0.0,6.423349895620259,30.5693162622833,74.69339565196152,11.83581209232279,0.0,5.601050810983688,5.783244946364939,0.0,0.0,0.0,4.736862953800049,0.0,0.0,0.0,0.0,0.0,12.841643245852019,13.213763929025836,0.0,0.0,0.0,0.0,0.0,0.0,-0.27647031170858105,-0.3695247090185519,-0.21072008500928568,-0.18820662741025646,-0.16513068625873806,-0.18835003686528784,30569.0,84054.99999999999,634.15,895.8299999999999,6959.0,29574.0,176.55,338.02
17,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3C(=C)C[C@@]21CC,CC(C)=O,GCKFUYQCUCGESZ-BPIQYHPVSA-N,CSCPPACGZOOCGX-UHFFFAOYSA-N,-1.7033348097384688,298.15,4.048700000000004,95.01580000000004,37.3,324.4640000000001,144.95548599577197,0.15517679153364017,-0.37701029217955345,2,1,0.5952999999999999,16.355,17.07,58.080000000000005,25.63065735666653,0.12626794356014373,-0.30034390268719197,1,0,5.106527394840706,4.794537184071822,0.0,0.0,6.423349895620259,30.5693162622833,74.69339565196152,11.83581209232279,0.0,5.601050810983688,5.783244946364939,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,0.0,0.0,13.847474399381248,0.0,0.0,5.783244946364939,0.0,0.0,0.0,0.0,-0.29003069816328864,-0.4480095676600379,-0.21420753727651054,-0.18907125463525917,-0.16886655561202865,-0.19191768624672473,30569.0,84054.99999999999,634.15,895.8299999999999,5125.0,29018.0,173.5,322.11
18,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3C(=C)C[C@@]21CC,CC(C)O,GCKFUYQCUCGESZ-BPIQYHPVSA-N,KFZMGEQAYNKOFK-UHFFFAOYSA-N,-2.002613615602687,298.15,4.048700000000004,95.01580000000004,37.3,324.4640000000001,144.95548599577197,0.15517679153364017,-0.37701029217955345,2,1,0.38710000000000006,17.354800000000004,20.23,60.096000000000004,26.263369008818774,0.04834761180869219,-0.3937069016405105,1,1,5.106527394840706,4.794537184071822,0.0,0.0,6.423349895620259,30.5693162622833,74.69339565196152,11.83581209232279,0.0,5.601050810983688,5.783244946364939,0.0,0.0,0.0,5.106527394840706,0.0,0.0,0.0,0.0,0.0,13.847474399381248,6.103966387748303,0.0,0.0,0.0,0.0,0.0,0.0,-0.4406394921635611,-0.585523403926858,-0.2967243881684435,-0.28000328978154154,-0.2406941916408922,-0.26949625490492163,30569.0,84054.99999999999,634.15,895.8299999999999,4091.0,38563.0,169.39,359.97999999999996
19,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3C(=C)C[C@@]21CC,CCCCO,GCKFUYQCUCGESZ-BPIQYHPVSA-N,LRHPLDYGYMQRHN-UHFFFAOYSA-N,-1.9625735020593764,298.15,4.048700000000004,95.01580000000004,37.3,324.4640000000001,144.95548599577197,0.15517679153364017,-0.37701029217955345,2,1,0.7787999999999999,21.993799999999997,20.23,74.12299999999999,32.62831112321538,0.043042283485206966,-0.39637675206921097,1,1,5.106527394840706,4.794537184071822,0.0,0.0,6.423349895620259,30.5693162622833,74.69339565196152,11.83581209232279,0.0,5.601050810983688,5.783244946364939,0.0,0.0,0.0,5.106527394840706,0.0,0.0,0.0,0.0,13.344558822616634,6.4208216229260096,6.606881964512918,0.0,0.0,0.0,0.0,0.0,0.0,-0.3031427579172248,-0.3862656346190026,-0.22614838647087007,-0.20531427589251672,-0.17832349662488273,-0.2027352723074803,30569.0,84054.99999999999,634.15,895.8299999999999,10203.999999999998,41177.00000000001,195.66,383.29999999999995
20,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3C(=C)C[C@@]21CC,CCCO,GCKFUYQCUCGESZ-BPIQYHPVSA-N,BDERNNFJNOPAEC-UHFFFAOYSA-N,-2.0629838925351858,298.15,4.048700000000004,95.01580000000004,37.3,324.4640000000001,144.95548599577197,0.15517679153364017,-0.37701029217955345,2,1,0.3887,17.376800000000003,20.23,60.096,26.26336900881878,0.04278927992053378,-0.39638735063233616,1,1,5.106527394840706,4.794537184071822,0.0,0.0,6.423349895620259,30.5693162622833,74.69339565196152,11.83581209232279,0.0,5.601050810983688,5.783244946364939,0.0,0.0,0.0,5.106527394840706,0.0,0.0,0.0,0.0,6.923737199690624,6.4208216229260096,6.606881964512918,0.0,0.0,0.0,0.0,0.0,0.0,-0.5045999770320891,-0.8377686685550563,-0.32599321294600153,-0.3051586481062501,-0.26815088245097646,-0.29793402583345974,30569.0,84054.99999999999,634.15,895.8299999999999,7614.0,38951.0,184.39,360.41999999999996
21,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3C(=C)C[C@@]21CC,CCO,GCKFUYQCUCGESZ-BPIQYHPVSA-N,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,-2.385102783966865,298.15,4.048700000000004,95.01580000000004,37.3,324.4640000000001,144.95548599577197,0.15517679153364017,-0.37701029217955345,2,1,-0.0014000000000000123,12.759800000000002,20.23,46.069,19.89842689442217,0.04022058174908642,-0.3966637147812598,1,1,5.106527394840706,4.794537184071822,0.0,0.0,6.423349895620259,30.5693162622833,74.69339565196152,11.83581209232279,0.0,5.601050810983688,5.783244946364939,0.0,0.0,0.0,5.106527394840706,0.0,0.0,0.0,0.0,0.0,6.923737199690624,6.606881964512918,0.0,0.0,0.0,0.0,0.0,0.0,-0.7514980808974704,-1.5105251163070532,-0.44063012564960535,-0.4157850694315419,-0.3736583489416807,-0.40837390113980254,30569.0,84054.99999999999,634.15,895.8299999999999,5024.0,36725.0,173.12,337.53999999999996
22,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3C(=C)C[C@@]21CC,CCOC(C)=O,GCKFUYQCUCGESZ-BPIQYHPVSA-N,XEKOWRVHYACXOJ-UHFFFAOYSA-N,-1.4168012260313771,298.15,4.048700000000004,95.01580000000004,37.3,324.4640000000001,144.95548599577197,0.15517679153364017,-0.37701029217955345,2,1,0.5694,22.30699999999999,26.3,88.106,37.10914470057002,0.3021127777269908,-0.4661718899744166,2,0,5.106527394840706,4.794537184071822,0.0,0.0,6.423349895620259,30.5693162622833,74.69339565196152,11.83581209232279,0.0,5.601050810983688,5.783244946364939,0.0,0.0,0.0,4.736862953800049,4.794537184071822,0.0,0.0,0.0,0.0,6.923737199690624,6.923737199690624,6.606881964512918,0.0,0.0,0.0,0.0,5.969305287951849,-0.1825635082491046,-0.21000334201289125,-0.15603474681642737,-0.13358864378303553,-0.11825370092815103,-0.137350388369391,30569.0,84054.99999999999,634.15,895.8299999999999,10484.999999999998,31905.0,177.17000000000002,349.34
23,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3C(=C)C[C@@]21CC,CN(C)C=O,GCKFUYQCUCGESZ-BPIQYHPVSA-N,ZMXDDKWLCZADIW-UHFFFAOYSA-N,-1.0154726866562074,298.15,4.048700000000004,95.01580000000004,37.3,324.4640000000001,144.95548599577197,0.15517679153364017,-0.37701029217955345,2,1,-0.2956000000000001,19.750999999999998,20.310000000000002,73.095,31.390491026869903,0.2086847180796838,-0.35138679501082243,1,0,5.106527394840706,4.794537184071822,0.0,0.0,6.423349895620259,30.5693162622833,74.69339565196152,11.83581209232279,0.0,5.601050810983688,5.783244946364939,0.0,0.0,0.0,4.899909730850478,4.794537184071822,0.0,0.0,0.0,0.0,0.0,14.09534396535438,0.0,0.0,0.0,6.410095306116121,0.0,0.0,-0.38219427236511405,-0.43092236221726155,-0.3242333255549859,-0.2795194679942173,-0.2465953641331558,-0.28593642169305306,30569.0,84054.99999999999,634.15,895.8299999999999,8836.0,31035.0,198.04000000000002,329.34
24,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3C(=C)C[C@@]21CC,COC(C)=O,GCKFUYQCUCGESZ-BPIQYHPVSA-N,KXKVLQRXCPHEJC-UHFFFAOYSA-N,-1.7212463990471711,298.15,4.048700000000004,95.01580000000004,37.3,324.4640000000001,144.95548599577197,0.15517679153364017,-0.37701029217955345,2,1,0.17930000000000001,17.689999999999998,26.3,74.079,30.74420258617341,0.3018471669894446,-0.46919810705104836,2,0,5.106527394840706,4.794537184071822,0.0,0.0,6.423349895620259,30.5693162622833,74.69339565196152,11.83581209232279,0.0,5.601050810983688,5.783244946364939,0.0,0.0,0.0,4.736862953800049,4.794537184071822,0.0,0.0,0.0,0.0,0.0,6.923737199690624,7.109797541277533,0.0,0.0,0.0,0.0,5.969305287951849,-0.21390647850761593,-0.21888105604581198,-0.17903733700125146,-0.15743022207173252,-0.13680202593893354,-0.1582350910719791,30569.0,84054.99999999999,634.15,895.8299999999999,7895.000000000001,29679.000000000004,165.9,326.46
25,C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1,CC#N,DERZBLKQOCDDDZ-JLHYYAGUSA-N,WEVYAHXRMPXWCK-UHFFFAOYSA-N,-2.921045066886828,295.95,5.1070000000000055,118.21600000000004,6.48,368.5240000000001,168.28936160149112,0.06021853476125459,-0.29713306349585733,2,0,0.52988,11.287,23.79,41.053,19.496772823694872,0.05871482377124906,-0.1986584259265234,1,0,0.0,9.799819461700956,0.0,0.0,0.0,103.14754624059195,16.690354475090988,32.72378202956288,6.041840829147961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.261891554738487,0.0,0.0,0.0,6.923737199690624,6.069221312792274,0.0,0.0,0.0,0.0,0.0,0.16642303124007188,0.7552740401328198,-0.07518339890141659,0.001597016168671665,-0.005576650238508199,-0.03845448003913341,35722.0,75171.0,414.5,825.77,2442.0,30524.0,177.29,347.44
26,C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1,CC(C)O,DERZBLKQOCDDDZ-JLHYYAGUSA-N,KFZMGEQAYNKOFK-UHFFFAOYSA-N,-3.046796380695765,295.95,5.1070000000000055,118.21600000000004,6.48,368.5240000000001,168.28936160149112,0.06021853476125459,-0.29713306349585733,2,0,0.38710000000000006,17.354800000000004,20.23,60.096000000000004,26.263369008818774,0.04834761180869219,-0.3937069016405105,1,1,0.0,9.799819461700956,0.0,0.0,0.0,103.14754624059195,16.690354475090988,32.72378202956288,6.041840829147961,0.0,0.0,0.0,0.0,0.0,5.106527394840706,0.0,0.0,0.0,0.0,0.0,13.847474399381248,6.103966387748303,0.0,0.0,0.0,0.0,0.0,0.0,-0.4112389244383357,-0.6146944798208734,-0.2807903859165833,-0.26038517521019716,-0.2271708580042496,-0.2546846085817443,35722.0,75171.0,414.5,825.77,4091.0,38563.0,169.39,359.97999999999996
27,C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1,CCCCO,DERZBLKQOCDDDZ-JLHYYAGUSA-N,LRHPLDYGYMQRHN-UHFFFAOYSA-N,-2.419897833750521,295.95,5.1070000000000055,118.21600000000004,6.48,368.5240000000001,168.28936160149112,0.06021853476125459,-0.29713306349585733,2,0,0.7787999999999999,21.993799999999997,20.23,74.12299999999999,32.62831112321538,0.043042283485206966,-0.39637675206921097,1,1,0.0,9.799819461700956,0.0,0.0,0.0,103.14754624059195,16.690354475090988,32.72378202956288,6.041840829147961,0.0,0.0,0.0,0.0,0.0,5.106527394840706,0.0,0.0,0.0,0.0,13.344558822616634,6.4208216229260096,6.606881964512918,0.0,0.0,0.0,0.0,0.0,0.0,-0.24599984746514583,-0.27887751030644004,-0.19522437022212258,-0.17403079832937174,-0.1512263172804225,-0.17360221419005525,35722.0,75171.0,414.5,825.77,10203.999999999998,41177.00000000001,195.66,383.29999999999995
28,C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1,CCCCOC(C)=O,DERZBLKQOCDDDZ-JLHYYAGUSA-N,DKPFZGUDAPQIHT-UHFFFAOYSA-N,-1.6757126673455032,295.95,5.1070000000000055,118.21600000000004,6.48,368.5240000000001,168.28936160149112,0.06021853476125459,-0.29713306349585733,2,0,1.3496000000000001,31.540999999999983,26.3,116.15999999999998,49.83902892936324,0.3021228665755719,-0.46587787390632607,2,0,0.0,9.799819461700956,0.0,0.0,0.0,103.14754624059195,16.690354475090988,32.72378202956288,6.041840829147961,0.0,0.0,0.0,0.0,0.0,4.736862953800049,4.794537184071822,0.0,0.0,0.0,13.344558822616634,6.4208216229260096,6.923737199690624,6.606881964512918,0.0,0.0,0.0,0.0,5.969305287951849,0.05762147321505496,0.22676359372578272,-0.03904141444627109,-0.003602146366249864,-0.01007896443374113,-0.024020792528921534,35722.0,75171.0,414.5,825.77,15665.000000000002,36357.0,199.71,395.09999999999997
29,C/C=C/C(=O)O,CC#N,LDHQCZJRKDOVOX-NSCUHMNNSA-N,WEVYAHXRMPXWCK-UHFFFAOYSA-N,-0.6693833327055616,298.15,0.6471,22.449799999999993,37.3,86.08999999999999,36.10023019107489,0.3274650062275723,-0.4780821233135056,1,1,0.52988,11.287,23.79,41.053,19.496772823694872,0.05871482377124906,-0.1986584259265234,1,0,5.106527394840706,0.0,4.794537184071822,0.0,0.0,6.076020106833881,6.923737199690624,6.076020106833881,0.0,0.0,0.0,0.0,0.0,5.969305287951849,0.0,0.0,0.0,5.261891554738487,0.0,0.0,0.0,6.923737199690624,6.069221312792274,0.0,0.0,0.0,0.0,0.0,0.2426656469673345,0.312284098620565,0.27223783509404387,0.18503287470943725,0.1804949085098545,0.22407945285517133,16461.000000000004,41620.00000000001,290.36,440.78999999999996,2442.0,30524.0,177.29,347.44
30,C/C=C/C(=O)O,CC(=O)O,LDHQCZJRKDOVOX-NSCUHMNNSA-N,QTBSBXVTEAMEQO-UHFFFAOYSA-N,-0.4458744184869873,298.15,0.6471,22.449799999999993,37.3,86.08999999999999,36.10023019107489,0.3274650062275723,-0.4780821233135056,1,1,0.09089999999999993,13.309800000000001,37.3,60.05200000000001,24.059948994465934,0.2996845531582142,-0.481433475172105,1,1,5.106527394840706,0.0,4.794537184071822,0.0,0.0,6.076020106833881,6.923737199690624,6.076020106833881,0.0,0.0,0.0,0.0,0.0,5.969305287951849,5.106527394840706,4.794537184071822,0.0,0.0,0.0,0.0,0.0,6.923737199690624,0.0,0.0,0.0,0.0,5.969305287951849,0.0,0.012126346143717185,0.26045464839172777,-0.07377373540718565,-0.041948559606507126,-0.03778826924197443,-0.05541939290809041,16461.000000000004,41620.00000000001,290.36,440.78999999999996,11078.999999999998,37210.0,272.9,390.87
