,solute_smiles,temperature,solvent_smiles,experimental_logX
31,NS(=O)(=O)Cc1noc2ccccc12,273.15,CO,-2.5961933894525777
32,NS(=O)(=O)Cc1noc2ccccc12,278.15,CO,-2.5624079677460387
33,NS(=O)(=O)Cc1noc2ccccc12,283.15,CO,-2.5250556645346123
34,NS(=O)(=O)Cc1noc2ccccc12,288.15,CO,-2.4870489200275094
35,NS(=O)(=O)Cc1noc2ccccc12,293.15,CO,-2.4517334548292546
36,NS(=O)(=O)Cc1noc2ccccc12,298.15,CO,-2.4122890349810886
37,NS(=O)(=O)Cc1noc2ccccc12,303.15,CO,-2.3756147585797347
38,NS(=O)(=O)Cc1noc2ccccc12,308.15,CO,-2.336959025106026
39,NS(=O)(=O)Cc1noc2ccccc12,313.15,CO,-2.30111686324741
40,CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,273.15,CO,-3.987162775294828
41,CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,278.15,CO,-3.899629454882437
42,CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,283.15,CO,-3.8239087409443187
43,CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,288.15,CO,-3.7520267336381936
44,CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,293.15,CO,-3.694648630553376
45,CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,298.15,CO,-3.638272163982407
46,CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,303.15,CO,-3.583359492661719
47,CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,308.15,CO,-3.5257837359237447
48,CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,313.15,CO,-3.4762535331884354
49,O=Cc1cc(Br)c(O)c(Br)c1,278.15,CO,-2.709520186669327
50,O=Cc1cc(Br)c(O)c(Br)c1,283.15,CO,-2.6581699430794896
51,O=Cc1cc(Br)c(O)c(Br)c1,288.15,CO,-2.598427154323554
52,O=Cc1cc(Br)c(O)c(Br)c1,293.15,CO,-2.5318004139273875
53,O=Cc1cc(Br)c(O)c(Br)c1,298.15,CO,-2.4672456210075024
54,O=Cc1cc(Br)c(O)c(Br)c1,303.15,CO,-2.4029633350223465
55,O=Cc1cc(Br)c(O)c(Br)c1,308.15,CO,-2.3397987986193183
56,O=Cc1cc(Br)c(O)c(Br)c1,313.15,CO,-2.2790968291865425
57,O=Cc1cc(Br)c(O)c(Br)c1,318.15,CO,-2.219034970391683
58,O=Cc1cc(Br)c(O)c(Br)c1,323.15,CO,-2.1620329816313455
59,CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1,278.15,CO,-3.844663962534938
60,CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1,283.15,CO,-3.7399286120149253
61,CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1,288.15,CO,-3.642065152999546
62,CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1,293.15,CO,-3.555955204081924
63,CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1,298.15,CO,-3.4723700991286615
64,CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1,303.15,CO,-3.3946949538588904
65,CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1,308.15,CO,-3.3142582613977365
66,CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1,313.15,CO,-3.2211255279972604
67,CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1,318.15,CO,-3.1278437272517072
68,CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,273.15,CO,-2.3061851461105833
69,CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,278.15,CO,-2.2113367868791425
70,CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,283.15,CO,-2.130299026326122
71,CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,288.15,CO,-2.036401037402759
72,CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,293.15,CO,-1.9423338960901708
73,CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,298.15,CO,-1.8541822855081724
74,CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,303.15,CO,-1.7715996412969952
75,CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,308.15,CO,-1.6931462513069913
76,CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,313.15,CO,-1.6208758539296082
77,O=C(Nc1ccccc1)c1ccccc1,274.15,CO,-2.7713430418910647
78,O=C(Nc1ccccc1)c1ccccc1,278.15,CO,-2.7059749059046774
79,O=C(Nc1ccccc1)c1ccccc1,283.15,CO,-2.5991167844516374
80,O=C(Nc1ccccc1)c1ccccc1,288.15,CO,-2.5086383061657274
81,O=C(Nc1ccccc1)c1ccccc1,293.15,CO,-2.4027437170748582
82,O=C(Nc1ccccc1)c1ccccc1,298.15,CO,-2.325322532126801
83,O=C(Nc1ccccc1)c1ccccc1,303.15,CO,-2.2375465176364533
84,O=C(Nc1ccccc1)c1ccccc1,308.15,CO,-2.1546538625885914
85,O=C(Nc1ccccc1)c1ccccc1,313.15,CO,-2.057743849580535
86,Nc1ccc(S(N)(=O)=O)cc1,278.15,CO,-1.9488860832223986
87,Nc1ccc(S(N)(=O)=O)cc1,283.15,CO,-1.8652174706181446
88,Nc1ccc(S(N)(=O)=O)cc1,288.15,CO,-1.7835701691237489
89,Nc1ccc(S(N)(=O)=O)cc1,293.15,CO,-1.7019114306086183
90,Nc1ccc(S(N)(=O)=O)cc1,298.15,CO,-1.6225298264178658
91,Nc1ccc(S(N)(=O)=O)cc1,303.15,CO,-1.5441657716034323
92,Nc1ccc(S(N)(=O)=O)cc1,308.15,CO,-1.4647945205294126
93,Nc1ccc(S(N)(=O)=O)cc1,313.15,CO,-1.3897125533399506
94,Nc1ccc(S(N)(=O)=O)cc1,318.15,CO,-1.3133726669300938
95,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,253.15,CO,-3.2218487496163566
96,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,258.15,CO,-3.0969100130080562
97,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,263.15,CO,-3.0
98,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,268.15,CO,-2.886056647693163
99,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,273.15,CO,-2.769551078621726
100,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,278.15,CO,-2.677780705266081
101,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,283.15,CO,-2.537602002101044
102,O=C(O)c1ccccc1O,253.15,CO,-1.2182446253475312
103,O=C(O)c1ccccc1O,258.15,CO,-1.1870866433571443
104,O=C(O)c1ccccc1O,263.15,CO,-1.1555228242543185
105,O=C(O)c1ccccc1O,268.15,CO,-1.1249387366083
106,O=C(O)c1ccccc1O,273.15,CO,-1.080921907623926
107,O=C(O)c1ccccc1O,278.15,CO,-1.0457574905606752
108,O=C(O)c1ccccc1O,283.15,CO,-1.0
109,NC(=O)c1ccccc1O,253.15,CO,-1.9208187539523751
110,NC(=O)c1ccccc1O,258.15,CO,-1.8664610916297826
111,NC(=O)c1ccccc1O,263.15,CO,-1.8041003475907662
112,NC(=O)c1ccccc1O,268.15,CO,-1.7423214251308154
113,NC(=O)c1ccccc1O,273.15,CO,-1.6903698325741012
114,NC(=O)c1ccccc1O,278.15,CO,-1.632644078973981
115,NC(=O)c1ccccc1O,283.15,CO,-1.575118363368933
116,O=[N+]([O-])N=C1NCCN1Cc1ccc(Cl)nc1,293.15,CO,-2.9208187539523753
117,O=[N+]([O-])N=C1NCCN1Cc1ccc(Cl)nc1,298.15,CO,-2.8239087409443187
118,O=[N+]([O-])N=C1NCCN1Cc1ccc(Cl)nc1,303.15,CO,-2.744727494896694
119,O=[N+]([O-])N=C1NCCN1Cc1ccc(Cl)nc1,308.15,CO,-2.638272163982407
120,O=[N+]([O-])N=C1NCCN1Cc1ccc(Cl)nc1,313.15,CO,-2.5686362358410126
121,O=[N+]([O-])N=C1NCCN1Cc1ccc(Cl)nc1,318.15,CO,-2.4436974992327127
122,O=[N+]([O-])N=C1NCCN1Cc1ccc(Cl)nc1,323.15,CO,-2.3565473235138126
123,O=[N+]([O-])N=C1NCCN1Cc1ccc(Cl)nc1,328.15,CO,-2.2676062401770314
124,O=[N+]([O-])N=C1NCCN1Cc1ccc(Cl)nc1,333.15,CO,-2.1739251972991736
125,O=C1CC[C@@H](C(=O)N2CSC[C@H]2C(=O)O)N1,278.15,CO,-2.9186526921958675
126,O=C1CC[C@@H](C(=O)N2CSC[C@H]2C(=O)O)N1,283.15,CO,-2.8639139026159026
127,O=C1CC[C@@H](C(=O)N2CSC[C@H]2C(=O)O)N1,288.15,CO,-2.8041003475907664
128,O=C1CC[C@@H](C(=O)N2CSC[C@H]2C(=O)O)N1,293.15,CO,-2.7342390832823895
129,O=C1CC[C@@H](C(=O)N2CSC[C@H]2C(=O)O)N1,298.15,CO,-2.6649434805609085
130,O=C1CC[C@@H](C(=O)N2CSC[C@H]2C(=O)O)N1,303.15,CO,-2.589391457431632
131,O=C1CC[C@@H](C(=O)N2CSC[C@H]2C(=O)O)N1,308.15,CO,-2.515700160653214
132,O=C1CC[C@@H](C(=O)N2CSC[C@H]2C(=O)O)N1,313.15,CO,-2.437112618706121
133,O=C1CC[C@@H](C(=O)N2CSC[C@H]2C(=O)O)N1,318.15,CO,-2.3599162686268795
134,O=C1CC[C@@H](C(=O)N2CSC[C@H]2C(=O)O)N1,323.15,CO,-2.277448337999042
135,Cc1cc(Cl)cc(C(=O)O)c1N,278.15,CO,-2.8917733436250717
136,Cc1cc(Cl)cc(C(=O)O)c1N,283.15,CO,-2.803271277376713
137,Cc1cc(Cl)cc(C(=O)O)c1N,288.15,CO,-2.701802132890185
138,Cc1cc(Cl)cc(C(=O)O)c1N,293.15,CO,-2.6181632000016566
139,Cc1cc(Cl)cc(C(=O)O)c1N,298.15,CO,-2.515842575634619
140,Cc1cc(Cl)cc(C(=O)O)c1N,303.15,CO,-2.426316306906202
141,Cc1cc(Cl)cc(C(=O)O)c1N,308.15,CO,-2.344765492965706
142,Cc1cc(Cl)cc(C(=O)O)c1N,313.15,CO,-2.25500332596144
143,Cc1cc(Cl)cc(C(=O)O)c1N,318.15,CO,-2.1727600004943546
144,Cc1cc(Cl)cc(C(=O)O)c1N,323.15,CO,-2.0889489796718737
145,Cc1c(N)cccc1C(=O)O,288.15,CO,-2.2744967311406845
146,Cc1c(N)cccc1C(=O)O,293.15,CO,-2.2290743853610007
147,Cc1c(N)cccc1C(=O)O,298.15,CO,-2.166343003107128
148,Cc1c(N)cccc1C(=O)O,303.15,CO,-2.073863428932551
149,Cc1c(N)cccc1C(=O)O,308.15,CO,-2.0093504116811456
150,Cc1c(N)cccc1C(=O)O,313.15,CO,-1.9389246763702082
151,Cc1c(N)cccc1C(=O)O,318.15,CO,-1.8667805432675058
152,Cc1c(N)cccc1C(=O)O,323.15,CO,-1.7972393126068
153,Cc1c(N)cccc1C(=O)O,328.15,CO,-1.7486051499598958
154,N=C(N)NCCC[C@H](N)C(=O)O.O=C1CC[C@@H](C(=O)O)N1,283.15,CO,-3.4225082001627745
155,N=C(N)NCCC[C@H](N)C(=O)O.O=C1CC[C@@H](C(=O)O)N1,293.15,CO,-3.175874166083451
156,N=C(N)NCCC[C@H](N)C(=O)O.O=C1CC[C@@H](C(=O)O)N1,303.15,CO,-3.0404816230270018
157,N=C(N)NCCC[C@H](N)C(=O)O.O=C1CC[C@@H](C(=O)O)N1,313.15,CO,-2.8927900303521317
158,N=C(N)NCCC[C@H](N)C(=O)O.O=C1CC[C@@H](C(=O)O)N1,323.15,CO,-2.8068754016455384
159,c1ccc(-n2c(-c3cc(-c4nc5ccccc5n4-c4ccccc4)cc(-c4nc5ccccc5n4-c4ccccc4)c3)nc3ccccc32)cc1,283.15,CO,-3.6270879970298933
160,c1ccc(-n2c(-c3cc(-c4nc5ccccc5n4-c4ccccc4)cc(-c4nc5ccccc5n4-c4ccccc4)c3)nc3ccccc32)cc1,293.15,CO,-3.586700235918748
161,c1ccc(-n2c(-c3cc(-c4nc5ccccc5n4-c4ccccc4)cc(-c4nc5ccccc5n4-c4ccccc4)c3)nc3ccccc32)cc1,303.15,CO,-3.537602002101044
162,c1ccc(-n2c(-c3cc(-c4nc5ccccc5n4-c4ccccc4)cc(-c4nc5ccccc5n4-c4ccccc4)c3)nc3ccccc32)cc1,313.15,CO,-3.5128616245228135
163,c1ccc(-n2c(-c3cc(-c4nc5ccccc5n4-c4ccccc4)cc(-c4nc5ccccc5n4-c4ccccc4)c3)nc3ccccc32)cc1,323.15,CO,-3.4424927980943423
164,CC(=O)Nc1ccccc1[N+](=O)[O-],278.15,CO,-1.743282254022513
165,CC(=O)Nc1ccccc1[N+](=O)[O-],283.15,CO,-1.6779875614175996
166,CC(=O)Nc1ccccc1[N+](=O)[O-],288.15,CO,-1.606073993414163
167,CC(=O)Nc1ccccc1[N+](=O)[O-],293.15,CO,-1.5392524581558031
168,CC(=O)Nc1ccccc1[N+](=O)[O-],298.15,CO,-1.4801720062242814
169,CC(=O)Nc1ccccc1[N+](=O)[O-],303.15,CO,-1.4046140191908583
170,CC(=O)Nc1ccccc1[N+](=O)[O-],308.15,CO,-1.3341376997968448
171,CC(=O)Nc1ccccc1[N+](=O)[O-],313.15,CO,-1.2530545903848953
172,CC(=O)Nc1ccccc1[N+](=O)[O-],318.15,CO,-1.1527358982292355
173,CC(=O)Nc1ccccc1[N+](=O)[O-],323.15,CO,-1.033482823553208
174,CSCCC(NC(C)=O)C(=O)O,283.15,CO,-1.1002889054288554
175,CSCCC(NC(C)=O)C(=O)O,293.15,CO,-0.9768298788786033
176,CSCCC(NC(C)=O)C(=O)O,303.15,CO,-0.8507500874097181
177,CSCCC(NC(C)=O)C(=O)O,313.15,CO,-0.7290650871251418
178,CSCCC(NC(C)=O)C(=O)O,323.15,CO,-0.5823456591940479
179,O=C(O)c1ccc(CO)cc1,283.15,CO,-1.550521600812635
180,O=C(O)c1ccc(CO)cc1,288.15,CO,-1.490394295388444
181,O=C(O)c1ccc(CO)cc1,293.15,CO,-1.4427334711300959
182,O=C(O)c1ccc(CO)cc1,298.15,CO,-1.3825802532628235
183,O=C(O)c1ccc(CO)cc1,303.15,CO,-1.3255981871547182
184,O=C(O)c1ccc(CO)cc1,308.15,CO,-1.2716462179787715
185,O=C(O)c1ccc(CO)cc1,313.15,CO,-1.2163822348092512
186,O=C(O)c1ccc(CO)cc1,318.15,CO,-1.1659609818405334
187,O=C(O)c1ccc(CO)cc1,323.15,CO,-1.108072465779325
188,Nc1cccc(S(=O)(=O)c2cccc(N)c2)c1,283.15,CO,-2.4956650881975357
189,Nc1cccc(S(=O)(=O)c2cccc(N)c2)c1,288.15,CO,-2.454445492765935
190,Nc1cccc(S(=O)(=O)c2cccc(N)c2)c1,293.15,CO,-2.4015377995258493
191,Nc1cccc(S(=O)(=O)c2cccc(N)c2)c1,298.15,CO,-2.316862868516993
192,Nc1cccc(S(=O)(=O)c2cccc(N)c2)c1,303.15,CO,-2.2189630613788682
193,Nc1cccc(S(=O)(=O)c2cccc(N)c2)c1,308.15,CO,-2.128310334314485
194,Nc1cccc(S(=O)(=O)c2cccc(N)c2)c1,313.15,CO,-2.0435434165901003
195,Nc1cccc(S(=O)(=O)c2cccc(N)c2)c1,318.15,CO,-1.9714287473074623
196,Nc1cccc(S(=O)(=O)c2cccc(N)c2)c1,323.15,CO,-1.9023956711255892
197,Nc1cccc(S(=O)(=O)c2cccc(N)c2)c1,328.15,CO,-1.8195873671616762
198,Cn1c(=O)c2c(ncn2CC2OCCO2)n(C)c1=O,283.2,CO,-2.8477116556169437
199,Cn1c(=O)c2c(ncn2CC2OCCO2)n(C)c1=O,288.25,CO,-2.7351821769904636
200,Cn1c(=O)c2c(ncn2CC2OCCO2)n(C)c1=O,293.15,CO,-2.623423042943488
201,Cn1c(=O)c2c(ncn2CC2OCCO2)n(C)c1=O,298.17,CO,-2.5114492834995557
202,Cn1c(=O)c2c(ncn2CC2OCCO2)n(C)c1=O,303.23,CO,-2.393618634889395
203,Cn1c(=O)c2c(ncn2CC2OCCO2)n(C)c1=O,308.07,CO,-2.290730039024169
204,Cn1c(=O)c2c(ncn2CC2OCCO2)n(C)c1=O,313.25,CO,-2.166215625343521
205,Cn1c(=O)c2c(ncn2CC2OCCO2)n(C)c1=O,318.24,CO,-2.0540392964224314
206,Cn1c(=O)c2c(ncn2CC2OCCO2)n(C)c1=O,323.25,CO,-1.9307019878844707
207,O=C(O)[C@@H]1C[C@@H](O)CN1,283.15,CO,-3.896196279044043
208,O=C(O)[C@@H]1C[C@@H](O)CN1,288.15,CO,-3.826813731587726
209,O=C(O)[C@@H]1C[C@@H](O)CN1,293.15,CO,-3.767003889607846
210,O=C(O)[C@@H]1C[C@@H](O)CN1,298.15,CO,-3.6736641390712483
211,O=C(O)[C@@H]1C[C@@H](O)CN1,303.15,CO,-3.596879478824182
212,O=C(O)[C@@H]1C[C@@H](O)CN1,308.15,CO,-3.5346171485515816
213,O=C(O)[C@@H]1C[C@@H](O)CN1,313.15,CO,-3.484126156288321
214,O=C(O)[C@@H]1C[C@@H](O)CN1,318.15,CO,-3.39040559077478
215,O=C(O)[C@@H]1C[C@@H](O)CN1,323.15,CO,-3.279840696594043
216,O=C(O)[C@@H]1C[C@@H](O)CN1,328.15,CO,-3.185086818724926
217,O=C(O)[C@@H]1C[C@@H](O)CN1,333.15,CO,-3.1056839373155616
218,O=Cc1cc(C=O)cc(C=O)c1,283.15,CO,-2.455188088242224
219,O=Cc1cc(C=O)cc(C=O)c1,288.15,CO,-2.3542830606303964
220,O=Cc1cc(C=O)cc(C=O)c1,293.15,CO,-2.2494916051486538
221,O=Cc1cc(C=O)cc(C=O)c1,298.15,CO,-2.160270624793612
222,O=Cc1cc(C=O)cc(C=O)c1,303.15,CO,-2.066715227651305
223,O=Cc1cc(C=O)cc(C=O)c1,308.15,CO,-1.9939192172839062
224,O=Cc1cc(C=O)cc(C=O)c1,313.15,CO,-1.9142101096720139
225,O=Cc1cc(C=O)cc(C=O)c1,318.15,CO,-1.8491514933304771
226,O=Cc1cc(C=O)cc(C=O)c1,323.15,CO,-1.8019205238289686
227,OCC(O)COc1ccc(Cl)cc1,288.15,CO,-1.0785736589847346
228,OCC(O)COc1ccc(Cl)cc1,293.15,CO,-1.0310503190186573
229,OCC(O)COc1ccc(Cl)cc1,298.15,CO,-0.9333014495770048
230,OCC(O)COc1ccc(Cl)cc1,303.15,CO,-0.8309136425129772
231,OCC(O)COc1ccc(Cl)cc1,308.15,CO,-0.756218083906205
232,OCC(O)COc1ccc(Cl)cc1,313.15,CO,-0.6259852597080884
233,OCC(O)COc1ccc(Cl)cc1,318.15,CO,-0.5334289276136457
234,OCC(O)COc1ccc(Cl)cc1,323.15,CO,-0.445389714773836
235,OCC(O)COc1ccc(Cl)cc1,328.15,CO,-0.35418488170335816
236,COc1cc2nc(Cl)nc(N)c2cc1OC,273.15,CO,-3.962175249411658
237,COc1cc2nc(Cl)nc(N)c2cc1OC,278.15,CO,-3.8560488835760367
238,COc1cc2nc(Cl)nc(N)c2cc1OC,283.15,CO,-3.767003889607846
239,COc1cc2nc(Cl)nc(N)c2cc1OC,288.15,CO,-3.6779875614175994
240,COc1cc2nc(Cl)nc(N)c2cc1OC,293.15,CO,-3.5931193299508752
241,COc1cc2nc(Cl)nc(N)c2cc1OC,298.15,CO,-3.5086383061657274
242,COc1cc2nc(Cl)nc(N)c2cc1OC,303.15,CO,-3.4229680143739687
243,COc1cc2nc(Cl)nc(N)c2cc1OC,308.15,CO,-3.339324211661476
244,COc1cc2nc(Cl)nc(N)c2cc1OC,313.15,CO,-3.264640666998289
245,O=C(O)[C@@H]1CSCN1,283.15,CO,-4.259637310505756
246,O=C(O)[C@@H]1CSCN1,293.15,CO,-4.130768280269024
247,O=C(O)[C@@H]1CSCN1,303.15,CO,-3.9507819773298185
248,O=C(O)[C@@H]1CSCN1,313.15,CO,-3.6798537138889458
249,O=C(O)[C@@H]1CSCN1,323.15,CO,-3.5016894462103996
250,CCn1c2ccccc2c2cc(N3C=C(c4ccccc4)NN3)ccc21,279.3,CO,-3.388276691992658
251,CCn1c2ccccc2c2cc(N3C=C(c4ccccc4)NN3)ccc21,281.9,CO,-3.329754146925876
252,CCn1c2ccccc2c2cc(N3C=C(c4ccccc4)NN3)ccc21,288.2,CO,-3.2284125191187445
253,CCn1c2ccccc2c2cc(N3C=C(c4ccccc4)NN3)ccc21,300.7,CO,-3.022733787572707
254,CCn1c2ccccc2c2cc(N3C=C(c4ccccc4)NN3)ccc21,306.1,CO,-2.9355420107730814
255,CCn1c2ccccc2c2cc(N3C=C(c4ccccc4)NN3)ccc21,314.8,CO,-2.7825160557860937
256,CCn1c2ccccc2c2cc(N3C=C(c4ccccc4)NN3)ccc21,320.7,CO,-2.653647025549361
257,CCn1c2ccccc2c2cc(N3C=C(c4ccccc4)NN3)ccc21,325.0,CO,-2.5543957967264026
258,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C,273.15,CO,-3.640961771620616
259,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C,278.15,CO,-3.6402214158607618
260,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C,283.15,CO,-3.6395580668973624
261,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C,288.15,CO,-3.639047031950885
262,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C,293.15,CO,-3.638574387016109
263,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C,298.15,CO,-3.6381211312972113
264,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C,303.15,CO,-3.63781922340747
265,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C,308.15,CO,-3.6375552260589457
266,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C,313.15,CO,-3.6373479120922454
267,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C,318.15,CO,-3.637234873444574
268,c1ccc2[nH]c(-c3cscn3)nc2c1,283.15,CO,-2.8774564759312455
269,c1ccc2[nH]c(-c3cscn3)nc2c1,288.15,CO,-2.848323769152952
270,c1ccc2[nH]c(-c3cscn3)nc2c1,293.15,CO,-2.8013429130455774
271,c1ccc2[nH]c(-c3cscn3)nc2c1,298.15,CO,-2.7785857621576615
272,c1ccc2[nH]c(-c3cscn3)nc2c1,303.15,CO,-2.6759234202605136
273,c1ccc2[nH]c(-c3cscn3)nc2c1,308.15,CO,-2.6587633767613075
